"CPID","Year","SurveyDate","BlockID","SiteID","FragSize","SizeClass","ForestProp1km","FragRatio1km","ForestProp1kmRadius","FragRatio1kmRadius","Hunted","BrowseProb","PlotID","CornerFlagged","Latitude","Longitude","HostID","Host","HostFamily","HostGenus","HostSpecies","HostAbund","IndNum","BranchNum","BranchLength","BranchDiam","NumLeaves","CatID","ScientificName","Count","BadHost","Family","Genus","Species","MicroLep","Specialist","wtMPD","Records","Hosts","RearID","Notes"
5225,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,1,1,94,11.8,NA,"LYMADI","Lymantria dispar",6,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"1 Lambdina <1cm"
5226,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",4,1,1,44,5.5,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"1 Lambdina <1cm"
5227,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",4,1,1,44,5.5,NA,"ORTHRU","Orthosia rubescens",1,NA,"Noctuidae","Orthosia","rubescens","no","no",221.96,141,22,NA,""
5228,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",4,1,1,44,5.5,NA,"NOCTUI","Noctuidae",1,NA,"Noctuidae","","","no","",NA,NA,NA,"CV_LFS_3_CP2_1_2018","pink"
5229,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",4,2,2,73,13.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5230,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,2,2,NA,NA,198,"LYMADI","Lymantria dispar",7,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5231,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,3,3,66,9.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5232,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,4,4,104,11.5,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"1 Melanolophia canadaria <1cm"
5233,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,4,4,104,11.5,NA,"PANDLA","Pandemis lamprosana",1,NA,"Tortricidae","Pandemis","lamprosana","yes","",202.84,12,7,"CV_LFS_3_CP2_2_2018",""
5234,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,5,5,141,12.2,NA,"LYMADI","Lymantria dispar",10,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5235,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,5,5,141,12.2,NA,"EUPIVA","Eupithecia variegated",1,NA,"Geometridae","Eupithecia","variegated","no","no",193.23,92,17,"CV_LFS_3_CP2_3_2018",""
5236,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,5,5,141,12.2,NA,"EUPIXX","Eupithecia",1,NA,"Geometridae","Eupithecia","","no","no",227,94,22,"CV_LFS_3_CP2_4_2018",""
5237,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,5,5,141,12.2,NA,"ARGYQU","Argyrotaenia quercifoliana",1,NA,"Tortricidae","Argyrotaenia","quercifoliana","yes","",137.89,6,4,"CV_LFS_3_CP2_5_2018","green"
5238,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",4,3,3,60,12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5239,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",4,4,4,104,13.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5240,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP2","N",41.795284,-72.343102,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",4,4,5,74,8.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5241,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,1,1,114,12,NA,"LYMADI","Lymantria dispar",4,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5242,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,2,2,NA,NA,52,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5243,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,3,3,113,9.8,NA,"LYMADI","Lymantria dispar",3,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5244,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUERU","Quercus rubra","Fagaceae","Quercus","rubra",3,1,1,94,10,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5245,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUERU","Quercus rubra","Fagaceae","Quercus","rubra",3,2,2,NA,NA,21,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5246,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",4,1,1,134,9.9,NA,"LYMADI","Lymantria dispar",4,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"1 Microlepidoptera <1cm"
5247,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,1,203,18.1,NA,"LYMADI","Lymantria dispar",3,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"1 Microlepidoptera <1cm; Likely CARTO, not CAROV (JGM)"
5248,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,1,203,18.1,NA,"ACHADI","Achatia distincta",1,NA,"Noctuidae","Achatia","distincta","no","no",190.37,118,23,NA,"Likely CARTO, not CAROV (JGM)"
5249,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,1,203,18.1,NA,"IRIDEP","Iridopsis ephyraria",1,NA,"Geometridae","Iridopsis","ephyraria","no","no",209.89,124,20,NA,"Likely CARTO, not CAROV (JGM)"
5250,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,1,203,18.1,NA,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,"Likely CARTO, not CAROV (JGM)"
5251,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,1,203,18.1,NA,"NEMARE","Nematocampa resistaria",1,NA,"Geometridae","Nematocampa","resistaria","no","no",210.47,68,20,NA,"Likely CARTO, not CAROV (JGM)"
5252,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",4,2,2,122,6.1,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"1 Geometridae <1cm"
5253,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",4,2,3,126,8.7,NA,"LYMADI","Lymantria dispar",3,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5254,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CORCO","Corylus cornuta","Betulaceae","Corylus","cornuta",2,1,1,97,5.5,NA,"NEMARE","Nematocampa resistaria",1,NA,"Geometridae","Nematocampa","resistaria","no","no",210.47,68,20,NA,""
5255,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",1,1,1,123,7.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5256,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",4,3,4,99,7.4,NA,"IRIDEP","Iridopsis ephyraria",1,NA,"Geometridae","Iridopsis","ephyraria","no","no",209.89,124,20,NA,""
5257,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,4,4,81,6.4,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5258,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUERU","Quercus rubra","Fagaceae","Quercus","rubra",3,3,3,NA,NA,23,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5259,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"RHOPE","Rhododendron periclymenoides","Ericaceae","Rhododendron","periclymenoides",1,1,1,84,6,59,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as Rhododendron p., RHOPE from other years"
5260,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CORCO","Corylus cornuta","Betulaceae","Corylus","cornuta",2,2,2,86,7.7,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5261,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",4,4,5,142,9.2,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5262,2018,2018-06-01,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,5,5,120,13,NA,"LYMADI","Lymantria dispar",3,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5263,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP4","NE",41.889915,-72.326988,"CARGL","Carya glabra","Juglandaceae","Carya","glabra",1,1,1,12,5.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5264,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP4","NE",41.889915,-72.326988,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",3,3,3,37,5.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5265,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP4","NE",41.889915,-72.326988,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",3,3,4,88,7.5,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5266,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP4","NE",41.889915,-72.326988,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",2,2,2,87,6,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5267,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP4","NE",41.889915,-72.326988,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,1,79,9.8,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"Probably CARTO, not CAROV (JGM)"
5268,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP4","NE",41.889915,-72.326988,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",1,1,1,192,11.2,NA,"ZALEXX","Zale",1,NA,"Erebidae","Zale","","no","no",357.23,20,8,"NH_TCM_4_CP4_2_2018",""
5269,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP4","NE",41.889915,-72.326988,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",1,1,2,178,9.1,NA,"EUPIVA","Eupithecia variegated",1,NA,"Geometridae","Eupithecia","variegated","no","no",193.23,92,17,NA,""
5270,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"CARGL","Carya glabra","Juglandaceae","Carya","glabra",2,1,1,25,5.6,6,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5271,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"CARGL","Carya glabra","Juglandaceae","Carya","glabra",2,1,2,NA,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5272,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,113,8.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5273,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",3,1,1,79,11.8,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5274,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"CARGL","Carya glabra","Juglandaceae","Carya","glabra",2,2,3,NA,NA,3,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,""
5275,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"CARGL","Carya glabra","Juglandaceae","Carya","glabra",2,2,3,NA,NA,3,"EUTRCL","Eutrapela clemataria",1,NA,"Geometridae","Eutrapela","clemataria","no","no",224.43,45,20,NA,""
5276,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",3,2,2,54,6.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5277,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",3,1,1,40,8.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5278,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",3,2,2,67,12.1,NA,"EUTRCL","Eutrapela clemataria",1,NA,"Geometridae","Eutrapela","clemataria","no","no",224.43,45,20,NA,""
5279,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",3,3,3,104,9.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5280,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",3,3,3,91,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5281,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",3,3,4,86,7.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5282,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP3","NE",41.889919,-72.326851,"BETLE","Betula lenta","Betulaceae","Betula","lenta",1,1,1,144,9.9,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5283,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"CARGL","Carya glabra","Juglandaceae","Carya","glabra",2,1,1,96,10.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5284,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"CORCO","Corylus cornuta","Betulaceae","Corylus","cornuta",1,1,1,62,3.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5285,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"CORCO","Corylus cornuta","Betulaceae","Corylus","cornuta",1,1,2,39,4.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5286,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"CORCO","Corylus cornuta","Betulaceae","Corylus","cornuta",1,1,3,76,5.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5287,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"CORAM","Corylus americana","Betulaceae","Corylus","americana",1,1,1,47,3.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5288,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"CARGL","Carya glabra","Juglandaceae","Carya","glabra",2,2,2,112,14.4,NA,"GEOMET","Geometridae",1,NA,"Geometridae","","","no","",NA,NA,NA,"NH_TCM_2_CP2_1_2018",""
5289,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",3,1,1,58,9.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5290,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",2,1,1,76,7.5,NA,"PROCLI","Prochoerodes lineola",1,NA,"Geometridae","Prochoerodes","lineola","no","no",164.65,17,7,"NH_TCM_2_CP2_2_2018",""
5291,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",2,2,2,84,6.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5292,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",1,1,1,59,8.2,NA,"GEOMET","Geometridae",1,NA,"Geometridae","","","no","",NA,NA,NA,NA,""
5293,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,134,10.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 Microlepidoptera <1cm, collected"
5294,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",3,2,2,104,8.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5295,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",3,2,3,91,10,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5296,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",3,3,4,94,7.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5297,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP2","SE",41.8899,-72.327103,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",3,3,5,78,6.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5298,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP3","SE",41.889835,-72.327095,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",1,1,1,NA,NA,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5299,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP3","SE",41.889835,-72.327095,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",4,1,1,66,5.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5300,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP3","SE",41.889835,-72.327095,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",4,2,2,122,9.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
